HPI,Rates,UE,FICO,Age,RollRate
5,-1.5,0,725,12,0.026994955
10,-1.5,0,725,12,0.02335671
15,-1.5,0,725,12,0.020721421
20,-1.5,0,725,12,0.01859053
-50,-1.5,0.5,725,12,0.385848796
-45,-1.5,0.5,725,12,0.277481924
-40,-1.5,0.5,725,12,0.210482071
-35,-1.5,0.5,725,12,0.165495471
-30,-1.5,0.5,725,12,0.133497329
-25,-1.5,0.5,725,12,0.108630199
-20,-1.5,0.5,725,12,0.08932238
-10,-1.5,0.5,725,12,0.059776657
-5,-1.5,0.5,725,12,0.048438066
0,-1.5,0.5,725,12,0.039764627
5,-1.5,0.5,725,12,0.033315626
10,-1.5,0.5,725,12,0.028723313
15,-1.5,0.5,725,12,0.025446139
20,-1.5,0.5,725,12,0.022794326
-50,-1.5,1,725,12,0.518878022
-45,-1.5,1,725,12,0.37003407
-40,-1.5,1,725,12,0.279330966
-35,-1.5,1,725,12,0.21899713
-30,-1.5,1,725,12,0.176517572
-25,-1.5,1,725,12,0.143610505
-20,-1.5,1,725,12,0.118135584
-10,-1.5,1,725,12,0.079421481
-5,-1.5,1,725,12,0.064280566
0,-1.5,1,725,12,0.052632032
5,-1.5,1,725,12,0.043923422
10,-1.5,1,725,12,0.037728699
15,-1.5,1,725,12,0.033372576
20,-1.5,1,725,12,0.029845522
-50,-1.5,1.5,725,12,0.763102462
-45,-1.5,1.5,725,12,0.536503076
-40,-1.5,1.5,725,12,0.401723257
-35,-1.5,1.5,725,12,0.313383311
-30,-1.5,1.5,725,12,0.252018176
-25,-1.5,1.5,725,12,0.204753873
-20,-1.5,1.5,725,12,0.168350641
-10,-1.5,1.5,725,12,0.113500022
-5,-1.5,1.5,725,12,0.09171832
0,-1.5,1.5,725,12,0.074887004
5,-1.5,1.5,725,12,0.062253101
10,-1.5,1.5,725,12,0.053282863
15,-1.5,1.5,725,12,0.047058138
20,-1.5,1.5,725,12,0.042016306
-50,-1.5,2.5,725,12,2.326401931
-45,-1.5,2.5,725,12,1.505229621
-40,-1.5,2.5,725,12,1.078916794
-35,-1.5,2.5,725,12,0.819412421
-30,-1.5,2.5,725,12,0.648486333
-25,-1.5,2.5,725,12,0.520977957
-20,-1.5,2.5,725,12,0.425214005
-10,-1.5,2.5,725,12,0.285146525
-5,-1.5,2.5,725,12,0.229158942
0,-1.5,2.5,725,12,0.185902287
5,-1.5,2.5,725,12,0.153420806
10,-1.5,2.5,725,12,0.1305171
15,-1.5,2.5,725,12,0.114939804
20,-1.5,2.5,725,12,0.102332478
-50,-1.5,3.5,725,12,5.762461361
-45,-1.5,3.5,725,12,4.533092809
-40,-1.5,3.5,725,12,3.585167751
-35,-1.5,3.5,725,12,2.88974629
-30,-1.5,3.5,725,12,2.348149016
-25,-1.5,3.5,725,12,1.782823255
-20,-1.5,3.5,725,12,1.402924664
-10,-1.5,3.5,725,12,0.899767645
-5,-1.5,3.5,725,12,0.711053822
0,-1.5,3.5,725,12,0.569417869
5,-1.5,3.5,725,12,0.465207356
10,-1.5,3.5,725,12,0.393065551
15,-1.5,3.5,725,12,0.34492105
20,-1.5,3.5,725,12,0.30616415
-50,-1.5,4.5,725,12,7.534863532
-45,-1.5,4.5,725,12,7.147639045
-40,-1.5,4.5,725,12,6.704622391
-35,-1.5,4.5,725,12,6.08837235
-30,-1.5,4.5,725,12,5.421312393
-25,-1.5,4.5,725,12,4.802098365
-20,-1.5,4.5,725,12,4.17247759
-10,-1.5,4.5,725,12,3.088110828
-5,-1.5,4.5,725,12,2.59642593
0,-1.5,4.5,725,12,2.084159475
5,-1.5,4.5,725,12,1.642915535
10,-1.5,4.5,725,12,1.359394804
15,-1.5,4.5,725,12,1.179612833
20,-1.5,4.5,725,12,1.03828993
-50,-1.5,5,725,12,7.656151387
-45,-1.5,5,725,12,7.680746474
-40,-1.5,5,725,12,7.728215827
-35,-1.5,5,725,12,6.650591542
-30,-1.5,5,725,12,6.590558574
-25,-1.5,5,725,12,6.239519559
-20,-1.5,5,725,12,5.714451199
-10,-1.5,5,725,12,4.535100986
-5,-1.5,5,725,12,3.904218809
0,-1.5,5,725,12,3.353929569
5,-1.5,5,725,12,2.900877321
10,-1.5,5,725,12,2.561013612
15,-1.5,5,725,12,2.310701535
20,-1.5,5,725,12,2.001740201
-50,-1.5,7.5,725,12,8.03578411
-45,-1.5,7.5,725,12,8.999647057
-40,-1.5,7.5,725,12,7.905395968
-35,-1.5,7.5,725,12,7.026931903
-30,-1.5,7.5,725,12,7.897709299
-25,-1.5,7.5,725,12,7.164883328
-20,-1.5,7.5,725,12,7.71247585
-10,-1.5,7.5,725,12,7.674947252
-5,-1.5,7.5,725,12,7.013109577
0,-1.5,7.5,725,12,6.424839331
5,-1.5,7.5,725,12,6.886302449
10,-1.5,7.5,725,12,6.448386469
15,-1.5,7.5,725,12,6.934483881
20,-1.5,7.5,725,12,6.707938504
-50,-1,0,725,12,0.30950469
-45,-1,0,725,12,0.223777818
-40,-1,0,725,12,0.170270532
-35,-1,0,725,12,0.134107091
-30,-1,0,725,12,0.108167989
-25,-1,0,725,12,0.087971113
-20,-1,0,725,12,0.072262373
-10,-1,0,725,12,0.048086314
-5,-1,0,725,12,0.039006084
0,-1,0,725,12,0.032104859
5,-1,0,725,12,0.027007078
10,-1,0,725,12,0.023375259
15,-1,0,725,12,0.020741116
20,-1,0,725,12,0.018611209
-50,-1,0.5,725,12,0.385552498
-45,-1,0.5,725,12,0.277282625
-40,-1,0.5,725,12,0.210330951
-35,-1,0.5,725,12,0.165371136
-30,-1,0.5,725,12,0.13338146
-25,-1,0.5,725,12,0.108521073
-20,-1,0.5,725,12,0.089218079
-10,-1,0.5,725,12,0.059680268
-5,-1,0.5,725,12,0.048364867
0,-1,0.5,725,12,0.039712602
5,-1,0.5,725,12,0.033282265
10,-1,0.5,725,12,0.028703201
15,-1,0.5,725,12,0.025431694
20,-1,0.5,725,12,0.022784551
-50,-1,1,725,12,0.518099608
-45,-1,1,725,12,0.369442355
-40,-1,1,725,12,0.278859481
-35,-1,1,725,12,0.218607639
-30,-1,1,725,12,0.176178578
-25,-1,1,725,12,0.14331293
-20,-1,1,725,12,0.117871713
-10,-1,1,725,12,0.079210616
-5,-1,1,725,12,0.064113517
0,-1,1,725,12,0.052502635
5,-1,1,725,12,0.043825627
10,-1,1,725,12,0.037653693
15,-1,1,725,12,0.0333096
20,-1,1,725,12,0.029792417
-50,-1,1.5,725,12,0.761819216
-45,-1,1.5,725,12,0.535442301
-40,-1,1.5,725,12,0.400842929
-35,-1,1.5,725,12,0.312642115
-30,-1,1.5,725,12,0.251375761
-25,-1,1.5,725,12,0.204195376
-20,-1,1.5,725,12,0.167862869
-10,-1,1.5,725,12,0.113125575
-5,-1,1.5,725,12,0.091416163
0,-1,1.5,725,12,0.074645616
5,-1,1.5,725,12,0.062061646
10,-1,1.5,725,12,0.053127767
15,-1,1.5,725,12,0.046924206
20,-1,1.5,725,12,0.041899737
-50,-1,2.5,725,12,2.32519367
-45,-1,2.5,725,12,1.504148447
-40,-1,2.5,725,12,1.077567011
-35,-1,2.5,725,12,0.818016354
-30,-1,2.5,725,12,0.647137084
-25,-1,2.5,725,12,0.519722092
-20,-1,2.5,725,12,0.424071942
-10,-1,2.5,725,12,0.284235522
-5,-1,2.5,725,12,0.228394835
0,-1,2.5,725,12,0.185266076
5,-1,2.5,725,12,0.152891619
10,-1,2.5,725,12,0.130068424
15,-1,2.5,725,12,0.114542997
20,-1,2.5,725,12,0.101978784
-50,-1,3.5,725,12,5.79737837
-45,-1,3.5,725,12,4.561813766
-40,-1,3.5,725,12,3.608388912
-35,-1,3.5,725,12,2.908180756
-30,-1,3.5,725,12,2.347618404
-25,-1,3.5,725,12,1.782898207
-20,-1,3.5,725,12,1.402469774
-10,-1,3.5,725,12,0.898681881
-5,-1,3.5,725,12,0.709908388
0,-1,3.5,725,12,0.568307098
5,-1,3.5,725,12,0.464179283
10,-1,3.5,725,12,0.392127404
15,-1,3.5,725,12,0.344052277
20,-1,3.5,725,12,0.305360128
-50,-1,4.5,725,12,7.576083993
-45,-1,4.5,725,12,7.190727658
-40,-1,4.5,725,12,6.748864689
-35,-1,4.5,725,12,6.129689447
-30,-1,4.5,725,12,5.459492525
-25,-1,4.5,725,12,4.83624779
-20,-1,4.5,725,12,4.202816226
-10,-1,4.5,725,12,3.110547953
-5,-1,4.5,725,12,2.615616437
0,-1,4.5,725,12,2.085537695
5,-1,4.5,725,12,1.643787315
10,-1,4.5,725,12,1.359708998
15,-1,4.5,725,12,1.179571132
20,-1,4.5,725,12,1.037996714
-50,-1,5,725,12,7.693358995
-45,-1,5,725,12,7.723375972
-40,-1,5,725,12,7.776590176
-35,-1,5,725,12,6.693484796
-30,-1,5,725,12,6.635769902
-25,-1,5,725,12,6.283053513
-20,-1,5,725,12,5.755665218
-10,-1,5,725,12,4.568796951
-5,-1,5,725,12,3.933416108
0,-1,5,725,12,3.379487567
5,-1,5,725,12,2.922921923
10,-1,5,725,12,2.577162834
15,-1,5,725,12,2.311428159
20,-1,5,725,12,2.003693955
-50,-1,7.5,725,12,8.040955452
-45,-1,7.5,725,12,9.017124213
-40,-1,7.5,725,12,7.921637416
-35,-1,7.5,725,12,8.757013939
-30,-1,7.5,725,12,7.926935611
-25,-1,7.5,725,12,7.190296105
-20,-1,7.5,725,12,7.746017023
-10,-1,7.5,725,12,7.714920661
-5,-1,7.5,725,12,7.050315459
0,-1,7.5,725,12,6.461256028
5,-1,7.5,725,12,6.928937311
10,-1,7.5,725,12,6.490170439
15,-1,7.5,725,12,7.040223618
20,-1,7.5,725,12,6.753508673
-50,-0.5,0,725,12,0.309602887
-45,-0.5,0,725,12,0.223936453
-40,-0.5,0,725,12,0.170416893
-35,-0.5,0,725,12,0.134222951
-30,-0.5,0,725,12,0.108233154
-25,-0.5,0,725,12,0.087995345
-20,-0.5,0,725,12,0.072250854
-10,-0.5,0,725,12,0.04802545
-5,-0.5,0,725,12,0.038971306
0,-0.5,0,725,12,0.032097598
5,-0.5,0,725,12,0.027026154
10,-0.5,0,725,12,0.023412219
15,-0.5,0,725,12,0.02078233
20,-0.5,0,725,12,0.018655973
-50,-0.5,0.5,725,12,0.384637172
-45,-0.5,0.5,725,12,0.276657832
-40,-0.5,0.5,725,12,0.209855765
-35,-0.5,0.5,725,12,0.164981826
-30,-0.5,0.5,725,12,0.133026755
-25,-0.5,0.5,725,12,0.108193829
-20,-0.5,0.5,725,12,0.08891106
-10,-0.5,0.5,725,12,0.059409274
-5,-0.5,0.5,725,12,0.04815857
0,-0.5,0.5,725,12,0.039564353
5,-0.5,0.5,725,12,0.033184246
10,-0.5,0.5,725,12,0.028640712
15,-0.5,0.5,725,12,0.025385105
20,-0.5,0.5,725,12,0.022751009
-50,-0.5,1,725,12,0.515916607
-45,-0.5,1,725,12,0.36779733
-40,-0.5,1,725,12,0.27755628
-35,-0.5,1,725,12,0.2175356
-30,-0.5,1,725,12,0.175250815
-25,-0.5,1,725,12,0.142502453
-20,-0.5,1,725,12,0.117156129
-10,-0.5,1,725,12,0.07864682
-5,-0.5,1,725,12,0.063667436
0,-0.5,1,725,12,0.052156822
5,-0.5,1,725,12,0.043563203
10,-0.5,1,725,12,0.037451303
15,-0.5,1,725,12,0.033139371
20,-0.5,1,725,12,0.029648516
-50,-0.5,1.5,725,12,0.758307237
-45,-0.5,1.5,725,12,0.532584089
-40,-0.5,1.5,725,12,0.398493115
-35,-0.5,1.5,725,12,0.310675764
-30,-0.5,1.5,725,12,0.249679898
-25,-0.5,1.5,725,12,0.20272626
-20,-0.5,1.5,725,12,0.166583583
-10,-0.5,1.5,725,12,0.112150768
-5,-0.5,1.5,725,12,0.090631246
0,-0.5,1.5,725,12,0.074019246
5,-0.5,1.5,725,12,0.06156486
10,-0.5,1.5,725,12,0.052725325
15,-0.5,1.5,725,12,0.046576843
20,-0.5,1.5,725,12,0.041597486
-50,-0.5,2.5,725,12,2.325656003
-45,-0.5,2.5,725,12,1.50202684
-40,-0.5,2.5,725,12,1.074323735
-35,-0.5,2.5,725,12,0.814558628
-30,-0.5,2.5,725,12,0.643778042
-25,-0.5,2.5,725,12,0.516594949
-20,-0.5,2.5,725,12,0.421234897
-10,-0.5,2.5,725,12,0.281982049
-5,-0.5,2.5,725,12,0.226512503
0,-0.5,2.5,725,12,0.18370372
5,-0.5,2.5,725,12,0.151596091
10,-0.5,2.5,725,12,0.128973948
15,-0.5,2.5,725,12,0.113576796
20,-0.5,2.5,725,12,0.101118917
-50,-0.5,3.5,725,12,5.879673355
-45,-0.5,3.5,725,12,4.631151795
-40,-0.5,3.5,725,12,3.665531415
-35,-0.5,3.5,725,12,2.957255587
-30,-0.5,3.5,725,12,2.354410413
-25,-0.5,3.5,725,12,1.786262436
-20,-0.5,3.5,725,12,1.403042876
-10,-0.5,3.5,725,12,0.896649817
-5,-0.5,3.5,725,12,0.707541695
0,-0.5,3.5,725,12,0.565924445
5,-0.5,3.5,725,12,0.461943458
10,-0.5,3.5,725,12,0.390082413
15,-0.5,3.5,725,12,0.342154867
20,-0.5,3.5,725,12,0.303602879
-50,-0.5,4.5,725,12,7.663112881
-45,-0.5,4.5,725,12,7.285839788
-40,-0.5,4.5,725,12,6.850359083
-35,-0.5,4.5,725,12,6.226549741
-30,-0.5,4.5,725,12,5.550899083
-25,-0.5,4.5,725,12,4.918924713
-20,-0.5,4.5,725,12,4.27730225
-10,-0.5,4.5,725,12,3.167186845
-5,-0.5,4.5,725,12,2.663275013
0,-0.5,4.5,725,12,2.096401002
5,-0.5,4.5,725,12,1.650061589
10,-0.5,4.5,725,12,1.3632653
15,-0.5,4.5,725,12,1.181611699
20,-0.5,4.5,725,12,1.039010365
-50,-0.5,5,725,12,7.760229718
-45,-0.5,5,725,12,7.812954953
-40,-0.5,5,725,12,7.88130498
-35,-0.5,5,725,12,6.788321754
-30,-0.5,5,725,12,6.739235849
-25,-0.5,5,725,12,6.384487434
-20,-0.5,5,725,12,5.853572721
-10,-0.5,5,725,12,4.650777586
-5,-0.5,5,725,12,4.005567701
0,-0.5,5,725,12,3.443497805
5,-0.5,5,725,12,2.979095375
10,-0.5,5,725,12,2.630009143
15,-0.5,5,725,12,2.326305217
20,-0.5,5,725,12,2.016212271
-50,-0.5,7.5,725,12,8.019152607
-45,-0.5,7.5,725,12,9.03381665
-40,-0.5,7.5,725,12,7.939034085
-35,-0.5,7.5,725,12,8.805945026
-30,-0.5,7.5,725,12,7.964526358
-25,-0.5,7.5,725,12,8.532287033
-20,-0.5,7.5,725,12,7.806474736
-10,-0.5,7.5,725,12,7.796112183
-5,-0.5,7.5,725,12,7.124216952
0,-0.5,7.5,725,12,6.533589146
5,-0.5,7.5,725,12,7.018545664
10,-0.5,7.5,725,12,6.578580076
15,-0.5,7.5,725,12,7.139684414
20,-0.5,7.5,725,12,6.852441722
-50,0,0,725,12,0.309275
-45,0,0,725,12,0.22386077
-40,0,0,725,12,0.170400531
-35,0,0,725,12,0.134200582
-30,0,0,725,12,0.108150043
-25,0,0,725,12,0.087863366
-20,0,0,725,12,0.072073362
-10,0,0,725,12,0.047806868
-5,0,0,725,12,0.038827493
0,0,0,725,12,0.032025905
5,0,0,725,12,0.027018549
10,0,0,725,12,0.023447832
15,0,0,725,12,0.020832188
20,0,0,725,12,0.018717438
-50,0,0.5,725,12,0.381661238
-45,0,0.5,725,12,0.274585956
-40,0,0.5,725,12,0.208277617
-35,0,0.5,725,12,0.163702284
-30,0,0.5,725,12,0.13190609
-25,0,0.5,725,12,0.107198315
-20,0,0.5,725,12,0.088010751
-10,0,0.5,725,12,0.058680544
-5,0,0.5,725,12,0.047599534
0,0,0.5,725,12,0.039152202
5,0,0.5,725,12,0.032894427
10,0,0.5,725,12,0.028436938
15,0,0.5,725,12,0.02522378
20,0,0.5,725,12,0.022624261
-50,0,1,725,12,0.509070146
-45,0,1,725,12,0.362779021
-40,0,1,725,12,0.273657979
-35,0,1,725,12,0.214380466
-30,0,1,725,12,0.172577511
-25,0,1,725,12,0.14021194
-20,0,1,725,12,0.11516985
-10,0,1,725,12,0.077150098
-5,0,1,725,12,0.0624826
0,0,1,725,12,0.051231221
5,0,1,725,12,0.042847481
10,0,1,725,12,0.036885883
15,0,1,725,12,0.032658876
20,0,1,725,12,0.029237216
-50,0,1.5,725,12,0.745816236
-45,0,1.5,725,12,0.523177686
-40,0,1.5,725,12,0.391094327
-35,0,1.5,725,12,0.304667148
-30,0,1.5,725,12,0.244630833
-25,0,1.5,725,12,0.19844579
-20,0,1.5,725,12,0.162922993
-10,0,1.5,725,12,0.109464811
-5,0,1.5,725,12,0.088475428
0,0,1.5,725,12,0.072295926
5,0,1.5,725,12,0.06018667
10,0,1.5,725,12,0.051596649
15,0,1.5,725,12,0.045598917
20,0,1.5,725,12,0.040742467
-50,0,2.5,725,12,2.296414956
-45,0,2.5,725,12,1.478663802
-40,0,2.5,725,12,1.054737825
-35,0,2.5,725,12,0.798066916
-30,0,2.5,725,12,0.629698984
-25,0,2.5,725,12,0.504561782
-20,0,2.5,725,12,0.410934505
-10,0,2.5,725,12,0.274458498
-5,0,2.5,725,12,0.220367153
0,0,2.5,725,12,0.17867786
5,0,2.5,725,12,0.147459262
10,0,2.5,725,12,0.125488708
15,0,2.5,725,12,0.110511326
20,0,2.5,725,12,0.098397126
-50,0,3.5,725,12,5.981022681
-45,0,3.5,725,12,4.71967783
-40,0,3.5,725,12,3.741106174
-35,0,3.5,725,12,3.018089057
-30,0,3.5,725,12,2.329609501
-25,0,3.5,725,12,1.763373862
-20,0,3.5,725,12,1.381478489
-10,0,3.5,725,12,0.878832077
-5,0,3.5,725,12,0.692297906
0,0,3.5,725,12,0.552983255
5,0,3.5,725,12,0.450959745
10,0,3.5,725,12,0.380607647
15,0,3.5,725,12,0.333696104
20,0,3.5,725,12,0.295994428
-50,0,4.5,725,12,9.229153126
-45,0,4.5,725,12,7.385239131
-40,0,4.5,725,12,6.969912152
-35,0,4.5,725,12,6.346637303
-30,0,4.5,725,12,5.800583347
-25,0,4.5,725,12,5.026556467
-20,0,4.5,725,12,4.372510426
-10,0,4.5,725,12,3.242602109
-5,0,4.5,725,12,2.725578494
0,0,4.5,725,12,2.078516695
5,0,4.5,725,12,1.631937683
10,0,4.5,725,12,1.345605827
15,0,4.5,725,12,1.164591269
20,0,4.5,725,12,1.022786977
-50,0,5,725,12,9.671577013
-45,0,5,725,12,7.892161951
-40,0,5,725,12,7.989159097
-35,0,5,725,12,7.846528338
-30,0,5,725,12,7.437832809
-25,0,5,725,12,6.511533959
-20,0,5,725,12,5.981407248
-10,0,5,725,12,4.759384572
-5,0,5,725,12,4.100132986
0,0,5,725,12,3.527020636
5,0,5,725,12,3.053832251
10,0,5,725,12,2.694696775
15,0,5,725,12,2.312228363
20,0,5,725,12,2.002074801
-50,0,7.5,725,12,10.51834925
-45,0,7.5,725,12,8.992530622
-40,0,7.5,725,12,9.830975818
-35,0,7.5,725,12,8.808290791
-30,0,7.5,725,12,9.392705923
-25,0,7.5,725,12,8.563309002
-20,0,7.5,725,12,9.236968418
-10,0,7.5,725,12,7.852422274
-5,0,7.5,725,12,8.322643058
0,0,7.5,725,12,7.67696287
5,0,7.5,725,12,8.068768444
10,0,7.5,725,12,7.578174395
15,0,7.5,725,12,7.255497502
20,0,7.5,725,12,6.968502518
-50,0.5,0,725,12,0.307154833
-45,0.5,0,725,12,0.222545798
-40,0.5,0,725,12,0.169431234
-35,0.5,0,725,12,0.133386906
-30,0.5,0,725,12,0.107359754
-25,0.5,0,725,12,0.087093874
-20,0.5,0,725,12,0.071315488
-10,0.5,0,725,12,0.047155948
-5,0.5,0,725,12,0.038367304
0,0.5,0,725,12,0.031735731
5,0.5,0,725,12,0.026868751
10,0.5,0,725,12,0.02339267
15,0.5,0,725,12,0.020817848
20,0.5,0,725,12,0.018735935
-50,0.5,0.5,725,12,0.372301012
-45,0.5,0.5,725,12,0.267972823
-40,0.5,0.5,725,12,0.203237492
-35,0.5,0.5,725,12,0.1596534
-30,0.5,0.5,725,12,0.12847122
-25,0.5,0.5,725,12,0.104247651
-20,0.5,0.5,725,12,0.085438034
-10,0.5,0.5,725,12,0.056767063
-5,0.5,0.5,725,12,0.04611541
0,0.5,0.5,725,12,0.038025866
5,0.5,0.5,725,12,0.032053108
10,0.5,0.5,725,12,0.0277948
15,0.5,0.5,725,12,0.024692063
20,0.5,0.5,725,12,0.022181989
-50,0.5,1,725,12,0.487541448
-45,0.5,1,725,12,0.34732404
-40,0.5,1,725,12,0.261843746
-35,0.5,1,725,12,0.204956156
-30,0.5,1,725,12,0.164752334
-25,0.5,1,725,12,0.133643327
-20,0.5,1,725,12,0.109587784
-10,0.5,1,725,12,0.073145977
-5,0.5,1,725,12,0.059303008
0,0.5,1,725,12,0.048720711
5,0.5,1,725,12,0.040861395
10,0.5,1,725,12,0.035271433
15,0.5,1,725,12,0.031270051
20,0.5,1,725,12,0.028031548
-50,0.5,1.5,725,12,0.702650622
-45,0.5,1.5,725,12,0.492349855
-40,0.5,1.5,725,12,0.367608555
-35,0.5,1.5,725,12,0.286021678
-30,0.5,1.5,725,12,0.229291468
-25,0.5,1.5,725,12,0.185694482
-20,0.5,1.5,725,12,0.152201959
-10,0.5,1.5,725,12,0.101895762
-5,0.5,1.5,725,12,0.082404766
0,0.5,1.5,725,12,0.067425533
5,0.5,1.5,725,12,0.056248676
10,0.5,1.5,725,12,0.048323337
15,0.5,1.5,725,12,0.042747524
20,0.5,1.5,725,12,0.038233949
-50,0.5,2.5,725,12,2.088838676
-45,0.5,2.5,725,12,1.355879053
-40,0.5,2.5,725,12,0.968228057
-35,0.5,2.5,725,12,0.732086525
-30,0.5,2.5,725,12,0.576794604
-25,0.5,2.5,725,12,0.461381532
-20,0.5,2.5,725,12,0.37514236
-10,0.5,2.5,725,12,0.249648612
-5,0.5,2.5,725,12,0.200331596
0,0.5,2.5,725,12,0.162413033
5,0.5,2.5,725,12,0.134093203
10,0.5,2.5,725,12,0.11419335
15,0.5,2.5,725,12,0.100582025
20,0.5,2.5,725,12,0.08957947
-50,0.5,3.5,725,12,6.327267406
-45,0.5,3.5,725,12,4.797336512
-40,0.5,3.5,725,12,3.758087944
-35,0.5,3.5,725,12,2.804901669
-30,0.5,3.5,725,12,2.074953591
-25,0.5,3.5,725,12,1.585647947
-20,0.5,3.5,725,12,1.247204091
-10,0.5,3.5,725,12,0.794575023
-5,0.5,3.5,725,12,0.625789383
0,0.5,3.5,725,12,0.499543381
5,0.5,3.5,725,12,0.40713726
10,0.5,3.5,725,12,0.343490377
15,0.5,3.5,725,12,0.301002256
20,0.5,3.5,725,12,0.266882003
-50,0.5,4.5,725,12,9.199121252
-45,0.5,4.5,725,12,9.11581083
-40,0.5,4.5,725,12,7.920330975
-35,0.5,4.5,725,12,6.919231705
-30,0.5,4.5,725,12,5.964962607
-25,0.5,4.5,725,12,5.116008269
-20,0.5,4.5,725,12,4.407729634
-10,0.5,4.5,725,12,3.23239216
-5,0.5,4.5,725,12,2.404982315
0,0.5,4.5,725,12,1.845237071
5,0.5,4.5,725,12,1.460970597
10,0.5,4.5,725,12,1.209458866
15,0.5,4.5,725,12,1.048603735
20,0.5,4.5,725,12,0.921832066
-50,0.5,5,725,12,9.620898021
-45,0.5,5,725,12,9.370462426
-40,0.5,5,725,12,9.104674243
-35,0.5,5,725,12,8.547293839
-30,0.5,5,725,12,7.823791323
-25,0.5,5,725,12,7.006282567
-20,0.5,5,725,12,6.254597995
-10,0.5,5,725,12,4.808397738
-5,0.5,5,725,12,4.126425553
0,0.5,5,725,12,3.542917982
5,0.5,5,725,12,2.925338901
10,0.5,5,725,12,2.375603785
15,0.5,5,725,12,2.039243808
20,0.5,5,725,12,1.778928337
-50,0.5,7.5,725,12,10.34647088
-45,0.5,7.5,725,12,10.94548986
-40,0.5,7.5,725,12,9.696001919
-35,0.5,7.5,725,12,10.24813199
-30,0.5,7.5,725,12,10.90899375
-25,0.5,7.5,725,12,9.98529786
-20,0.5,7.5,725,12,9.17393464
-10,0.5,7.5,725,12,9.029427802
-5,0.5,7.5,725,12,9.397794825
0,0.5,7.5,725,12,8.688156727
5,0.5,7.5,725,12,8.89710608
10,0.5,7.5,725,12,8.367970308
15,0.5,7.5,725,12,8.520945889
20,0.5,7.5,725,12,8.169647882
-50,0.75,0,725,12,0.304848884
-45,0.75,0,725,12,0.220985344
-40,0.75,0,725,12,0.168245286
-35,0.75,0,725,12,0.132406226
-30,0.75,0,725,12,0.106471299
-25,0.75,0,725,12,0.086287475
-20,0.75,0,725,12,0.070574056
-10,0.75,0,725,12,0.046580181
-5,0.75,0,725,12,0.037947143
0,0.75,0,725,12,0.031451034
5,0.75,0,725,12,0.026692881
10,0.75,0,725,12,0.023288892
15,0.75,0,725,12,0.020749567
20,0.75,0,725,12,0.018696285
-50,0.75,0.5,725,12,0.36443853
-45,0.75,0.5,725,12,0.262388082
-40,0.75,0.5,725,12,0.198980976
-35,0.75,0.5,725,12,0.156244777
-30,0.75,0.5,725,12,0.125605835
-25,0.75,0.5,725,12,0.101817321
-20,0.75,0.5,725,12,0.083348762
-10,0.75,0.5,725,12,0.055260388
-5,0.75,0.5,725,12,0.044941365
0,0.75,0.5,725,12,0.03712668
5,0.75,0.5,725,12,0.031369467
10,0.75,0.5,725,12,0.027259577
15,0.75,0.5,725,12,0.024243603
20,0.75,0.5,725,12,0.021803833
-50,0.75,1,725,12,0.470163144
-45,0.75,1,725,12,0.33490388
-40,0.75,1,725,12,0.25239039
-35,0.75,1,725,12,0.197446344
-30,0.75,1,725,12,0.158551444
-25,0.75,1,725,12,0.128475664
-20,0.75,1,725,12,0.105227687
-10,0.75,1,725,12,0.070072841
-5,0.75,1,725,12,0.056860563
0,0.75,1,725,12,0.046787913
5,0.75,1,725,12,0.039323684
10,0.75,1,725,12,0.034010274
15,0.75,1,725,12,0.030181882
20,0.75,1,725,12,0.027083783
-50,0.75,1.5,725,12,0.667995443
-45,0.75,1.5,725,12,0.467825398
-40,0.75,1.5,725,12,0.349050548
-35,0.75,1.5,725,12,0.271365739
-30,0.75,1.5,725,12,0.217295911
-25,0.75,1.5,725,12,0.175780744
-20,0.75,1.5,725,12,0.143909036
-10,0.75,1.5,725,12,0.09611418
-5,0.75,1.5,725,12,0.077769753
0,0.75,1.5,725,12,0.063706461
5,0.75,1.5,725,12,0.053235027
10,0.75,1.5,725,12,0.045807293
15,0.75,1.5,725,12,0.040553431
20,0.75,1.5,725,12,0.036301369
-50,0.75,2.5,725,12,1.920347525
-45,0.75,2.5,725,12,1.256039561
-40,0.75,2.5,725,12,0.89864292
-35,0.75,2.5,725,12,0.679507251
-30,0.75,2.5,725,12,0.53495116
-25,0.75,2.5,725,12,0.427465221
-20,0.75,2.5,725,12,0.347175576
-10,0.75,2.5,725,12,0.230473589
-5,0.75,2.5,725,12,0.184881287
0,0.75,2.5,725,12,0.149894144
5,0.75,2.5,725,12,0.123811284
10,0.75,2.5,725,12,0.105495156
15,0.75,2.5,725,12,0.092937757
20,0.75,2.5,725,12,0.082791865
-50,0.75,3.5,725,12,6.364917374
-45,0.75,3.5,725,12,4.778311841
-40,0.75,3.5,725,12,3.509401657
-35,0.75,3.5,725,12,2.489002655
-30,0.75,3.5,725,12,1.870782271
-25,0.75,3.5,725,12,1.441237146
-20,0.75,3.5,725,12,1.138377865
-10,0.75,3.5,725,12,0.727299402
-5,0.75,3.5,725,12,0.573003327
0,0.75,3.5,725,12,0.457354076
5,0.75,3.5,725,12,0.372665948
10,0.75,3.5,725,12,0.314340803
15,0.75,3.5,725,12,0.275371641
20,0.75,3.5,725,12,0.244091306
-50,0.75,4.5,725,12,10.42171323
