HPI,Rates,UE,FICO,Age,RollRate
-20,-0.5,4.5,650,48,7.265173663
-10,-0.5,4.5,650,48,6.16487439
-5,-0.5,4.5,650,48,5.384077309
0,-0.5,4.5,650,48,4.658760941
5,-0.5,4.5,650,48,4.051715997
10,-0.5,4.5,650,48,3.601805884
15,-0.5,4.5,650,48,3.278270167
20,-0.5,4.5,650,48,2.991390784
-50,-0.5,5,650,48,9.864880271
-45,-0.5,5,650,48,9.927913837
-40,-0.5,5,650,48,10.19189465
-35,-0.5,5,650,48,8.948613223
-30,-0.5,5,650,48,9.276483644
-25,-0.5,5,650,48,8.300860202
-20,-0.5,5,650,48,8.4327206
-10,-0.5,5,650,48,7.407211141
-5,-0.5,5,650,48,6.879477819
0,-0.5,5,650,48,6.232001135
5,-0.5,5,650,48,5.624579316
10,-0.5,5,650,48,5.095688748
15,-0.5,5,650,48,4.711464853
20,-0.5,5,650,48,4.370786084
-50,-0.5,7.5,650,48,11.65620585
-45,-0.5,7.5,650,48,10.105296
-40,-0.5,7.5,650,48,11.20945854
-35,-0.5,7.5,650,48,10.11213508
-30,-0.5,7.5,650,48,9.204318641
-25,-0.5,7.5,650,48,10.04419655
-20,-0.5,7.5,650,48,9.250825952
-10,-0.5,7.5,650,48,9.036756457
-5,-0.5,7.5,650,48,9.541392532
0,-0.5,7.5,650,48,8.818824923
5,-0.5,7.5,650,48,8.181974532
10,-0.5,7.5,650,48,8.751526789
15,-0.5,7.5,650,48,8.392092201
20,-0.5,7.5,650,48,8.07339328
-50,0,0,650,48,0.803396035
-45,0,0,650,48,0.579339201
-40,0,0,650,48,0.439949164
-35,0,0,650,48,0.346031147
-30,0,0,650,48,0.278506921
-25,0,0,650,48,0.22602143
-20,0,0,650,48,0.185254488
-10,0,0,650,48,0.122540009
-5,0,0,650,48,0.099582888
0,0,0,650,48,0.082264472
5,0,0,650,48,0.069566924
10,0,0,650,48,0.060498045
15,0,0,650,48,0.053806805
20,0,0,650,48,0.048401036
-50,0,0.5,650,48,1.012951915
-45,0,0.5,650,48,0.721943147
-40,0,0.5,650,48,0.544213894
-35,0,0.5,650,48,0.42607481
-30,0,0.5,650,48,0.342314727
-25,0,0.5,650,48,0.277469098
-20,0,0.5,650,48,0.227410984
-10,0,0.5,650,48,0.150905015
-5,0,0.5,650,48,0.122382682
0,0,0.5,650,48,0.100722908
5,0,0.5,650,48,0.084762839
10,0,0.5,650,48,0.07342117
15,0,0.5,650,48,0.065174171
20,0,0.5,650,48,0.058508686
-50,0,1,650,48,1.400307158
-45,0,1,650,48,0.978995256
-40,0,1,650,48,0.729067361
-35,0,1,650,48,0.566342646
-30,0,1,650,48,0.453201638
-25,0,1,650,48,0.366275826
-20,0,1,650,48,0.299809545
-10,0,1,650,48,0.199220291
-5,0,1,650,48,0.161099765
0,0,1,650,48,0.1319865
5,0,1,650,48,0.110453649
10,0,1,650,48,0.095248333
15,0,1,650,48,0.084358385
20,0,1,650,48,0.075555958
-50,0,1.5,650,48,2.176098568
-45,0,1.5,650,48,1.475203626
-40,0,1.5,650,48,1.076883835
-35,0,1.5,650,48,0.825440372
-30,0,1.5,650,48,0.65530705
-25,0,1.5,650,48,0.526413621
-20,0,1.5,650,48,0.429293385
-10,0,1.5,650,48,0.284541411
-5,0,1.5,650,48,0.229137
0,0,1.5,650,48,0.186707611
5,0,1.5,650,48,0.155290975
10,0,1.5,650,48,0.133275945
15,0,1.5,650,48,0.117739621
20,0,1.5,650,48,0.105188829
-50,0,2.5,650,48,5.914640258
-45,0,2.5,650,48,4.42701907
-40,0,2.5,650,48,3.338356887
-35,0,2.5,650,48,2.417457629
-30,0,2.5,650,48,1.84624896
-25,0,2.5,650,48,1.438220866
-20,0,2.5,650,48,1.146914174
-10,0,2.5,650,48,0.738274008
-5,0,2.5,650,48,0.585114767
0,0,2.5,650,48,0.469381322
5,0,2.5,650,48,0.384741989
10,0,2.5,650,48,0.326713162
15,0,2.5,650,48,0.286872291
20,0,2.5,650,48,0.25485343
-50,0,3.5,650,48,9.061117187
-45,0,3.5,650,48,8.666865918
-40,0,3.5,650,48,7.399332956
-35,0,3.5,650,48,6.424925499
-30,0,3.5,650,48,5.52861108
-25,0,3.5,650,48,4.684261934
-20,0,3.5,650,48,3.998363907
-10,0,3.5,650,48,2.578618557
-5,0,3.5,650,48,1.96991306
0,0,3.5,650,48,1.532945033
5,0,3.5,650,48,1.22626772
10,0,3.5,650,48,1.02431151
15,0,3.5,650,48,0.890402508
20,0,3.5,650,48,0.784362083
-50,0,4.5,650,48,10.15807849
-45,0,4.5,650,48,10.02482494
-40,0,4.5,650,48,9.99054799
-35,0,4.5,650,48,8.663205503
-30,0,4.5,650,48,8.607124636
-25,0,4.5,650,48,8.244844963
-20,0,4.5,650,48,7.670243275
-10,0,4.5,650,48,6.243194744
-5,0,4.5,650,48,5.422388682
0,0,4.5,650,48,4.686397311
5,0,4.5,650,48,4.073191177
10,0,4.5,650,48,3.617094529
15,0,4.5,650,48,3.241210642
20,0,4.5,650,48,2.813215379
-50,0,5,650,48,9.86583349
-45,0,5,650,48,9.935403458
-40,0,5,650,48,10.23116218
-35,0,5,650,48,8.967724703
-30,0,5,650,48,9.311818425
-25,0,5,650,48,9.412800858
-20,0,5,650,48,8.471631934
-10,0,5,650,48,7.82889825
-5,0,5,650,48,7.106705591
0,0,5,650,48,6.346743602
5,0,5,650,48,5.676906976
10,0,5,650,48,5.13510385
15,0,5,650,48,4.740950361
20,0,5,650,48,4.39579611
-50,0,7.5,650,48,11.61675594
-45,0,7.5,650,48,10.08075244
-40,0,7.5,650,48,11.18797662
-35,0,7.5,650,48,10.09688016
-30,0,7.5,650,48,10.94779558
-25,0,7.5,650,48,10.05505364
-20,0,7.5,650,48,9.257791124
-10,0,7.5,650,48,9.050624728
-5,0,7.5,650,48,9.573140902
0,0,7.5,650,48,8.848668925
5,0,7.5,650,48,9.325763746
10,0,7.5,650,48,8.786850059
15,0,7.5,650,48,8.429550005
20,0,7.5,650,48,9.103681986
-50,0.5,0,650,48,0.789050123
-45,0.5,0,650,48,0.568417953
-40,0.5,0,650,48,0.431170547
-35,0.5,0,650,48,0.338658821
-30,0.5,0,650,48,0.272016892
-25,0.5,0,650,48,0.22031798
-20,0.5,0,650,48,0.18016495
-10,0.5,0,650,48,0.118796138
-5,0.5,0,650,48,0.096697259
0,0.5,0,650,48,0.080101385
5,0.5,0,650,48,0.067966193
10,0.5,0,650,48,0.059272204
15,0.5,0,650,48,0.052802563
20,0.5,0,650,48,0.04757581
-50,0.5,0.5,650,48,0.982269989
-45,0.5,0.5,650,48,0.698733069
-40,0.5,0.5,650,48,0.52581998
-35,0.5,0.5,650,48,0.410958354
-30,0.5,0.5,650,48,0.329427135
-25,0.5,0.5,650,48,0.26645398
-20,0.5,0.5,650,48,0.217870853
-10,0.5,0.5,650,48,0.144049217
-5,0.5,0.5,650,48,0.116963029
0,0.5,0.5,650,48,0.096486587
5,0.5,0.5,650,48,0.081442893
10,0.5,0.5,650,48,0.070727962
15,0.5,0.5,650,48,0.06287446
20,0.5,0.5,650,48,0.056528121
-50,0.5,1,650,48,1.342107364
-45,0.5,1,650,48,0.935444939
-40,0.5,1,650,48,0.694847616
-35,0.5,1,650,48,0.538506787
-30,0.5,1,650,48,0.429813512
-25,0.5,1,650,48,0.346546266
-20,0.5,1,650,48,0.282966977
-10,0.5,1,650,48,0.187260352
-5,0.5,1,650,48,0.151522309
0,0.5,1,650,48,0.124348231
5,0.5,1,650,48,0.104311848
10,0.5,1,650,48,0.090144748
15,0.5,1,650,48,0.079930074
20,0.5,1,650,48,0.071676599
-50,0.5,1.5,650,48,2.065451972
-45,0.5,1.5,650,48,1.395594209
-40,0.5,1.5,650,48,1.015377669
-35,0.5,1.5,650,48,0.775937622
-30,0.5,1.5,650,48,0.614128516
-25,0.5,1.5,650,48,0.491962011
-20,0.5,1.5,650,48,0.40012831
-10,0.5,1.5,650,48,0.263975457
-5,0.5,1.5,650,48,0.212545958
0,0.5,1.5,650,48,0.173328698
5,0.5,1.5,650,48,0.14438473
10,0.5,1.5,650,48,0.124098843
15,0.5,1.5,650,48,0.109712131
20,0.5,1.5,650,48,0.098097442
-50,0.5,2.5,650,48,5.960167209
-45,0.5,2.5,650,48,4.455954185
-40,0.5,2.5,650,48,3.087868318
-35,0.5,2.5,650,48,2.243217077
-30,0.5,2.5,650,48,1.711138595
-25,0.5,2.5,650,48,1.329864446
-20,0.5,2.5,650,48,1.057632222
-10,0.5,2.5,650,48,0.67682332
-5,0.5,2.5,650,48,0.535366238
0,0.5,2.5,650,48,0.428905348
5,0.5,2.5,650,48,0.35133691
10,0.5,2.5,650,48,0.29826656
15,0.5,2.5,650,48,0.261791504
20,0.5,2.5,650,48,0.232519616
-50,0.5,3.5,650,48,10.18489094
-45,0.5,3.5,650,48,8.679230596
-40,0.5,3.5,650,48,7.653361769
-35,0.5,3.5,650,48,6.568438004
-30,0.5,3.5,650,48,5.570957817
-25,0.5,3.5,650,48,4.710384096
-20,0.5,3.5,650,48,3.943698639
-10,0.5,3.5,650,48,2.356844729
-5,0.5,3.5,650,48,1.80372546
0,0.5,3.5,650,48,1.403169324
5,0.5,3.5,650,48,1.121279703
10,0.5,3.5,650,48,0.935556784
15,0.5,3.5,650,48,0.812310235
20,0.5,3.5,650,48,0.714802868
-50,0.5,4.5,650,48,10.12773115
-45,0.5,4.5,650,48,10.0270865
-40,0.5,4.5,650,48,10.0043652
-35,0.5,4.5,650,48,9.821533685
-30,0.5,4.5,650,48,9.394586121
-25,0.5,4.5,650,48,8.722463195
-20,0.5,4.5,650,48,7.937138916
-10,0.5,4.5,650,48,6.304136099
-5,0.5,4.5,650,48,5.458683306
0,0.5,4.5,650,48,4.710424562
5,0.5,4.5,650,48,4.087878619
10,0.5,4.5,650,48,3.407597862
15,0.5,4.5,650,48,2.930861386
20,0.5,4.5,650,48,2.556678414
-50,0.5,5,650,48,11.91755256
-45,0.5,5,650,48,9.913690952
-40,0.5,5,650,48,10.23608471
-35,0.5,5,650,48,10.47546485
-30,0.5,5,650,48,9.330267644
-25,0.5,5,650,48,9.455730578
-20,0.5,5,650,48,9.277425017
-10,0.5,5,650,48,8.10424557
-5,0.5,5,650,48,7.247906537
0,0.5,5,650,48,6.450143335
5,0.5,5,650,48,5.724203989
10,0.5,5,650,48,5.167022527
15,0.5,5,650,48,4.769766152
20,0.5,5,650,48,4.421237189
-50,0.5,7.5,650,48,11.53403259
-45,0.5,7.5,650,48,12.43917179
-40,0.5,7.5,650,48,11.12432214
-35,0.5,7.5,650,48,10.04996582
-30,0.5,7.5,650,48,10.8988201
-25,0.5,7.5,650,48,10.02538873
-20,0.5,7.5,650,48,10.57273269
-10,0.5,7.5,650,48,10.40447184
-5,0.5,7.5,650,48,9.584949186
0,0.5,7.5,650,48,10.04610508
5,0.5,7.5,650,48,9.356374366
10,0.5,7.5,650,48,9.875995596
15,0.5,7.5,650,48,9.490560983
20,0.5,7.5,650,48,9.147429954
-50,0.75,0,650,48,0.778749108
-45,0.75,0,650,48,0.560454526
-40,0.75,0,650,48,0.424722781
-35,0.75,0,650,48,0.333231876
-30,0.75,0,650,48,0.267274856
-25,0.75,0,650,48,0.216188169
-20,0.75,0,650,48,0.176527717
-10,0.75,0,650,48,0.11621429
-5,0.75,0,650,48,0.094705147
0,0.75,0,650,48,0.078594706
5,0.75,0,650,48,0.066829052
10,0.75,0,650,48,0.058381105
15,0.75,0,650,48,0.052064648
20,0.75,0,650,48,0.046961134
-50,0.75,0.5,650,48,0.961970886
-45,0.75,0.5,650,48,0.683287376
-40,0.75,0.5,650,48,0.513544699
-35,0.75,0.5,650,48,0.400855429
-30,0.75,0.5,650,48,0.320833522
-25,0.75,0.5,650,48,0.25913517
-20,0.75,0.5,650,48,0.211567053
-10,0.75,0.5,650,48,0.139611328
-5,0.75,0.5,650,48,0.113462141
0,0.75,0.5,650,48,0.093747422
5,0.75,0.5,650,48,0.079284819
10,0.75,0.5,650,48,0.068965804
15,0.75,0.5,650,48,0.061367886
20,0.75,0.5,650,48,0.055228195
-50,0.75,1,650,48,1.304755444
-45,0.75,1,650,48,0.907407472
-40,0.75,1,650,48,0.672820651
-35,0.75,1,650,48,0.520603391
-30,0.75,1,650,48,0.41480646
-25,0.75,1,650,48,0.333925373
-20,0.75,1,650,48,0.272233704
-10,0.75,1,650,48,0.179745415
-5,0.75,1,650,48,0.145521123
0,0.75,1,650,48,0.119567754
5,0.75,1,650,48,0.100463214
10,0.75,1,650,48,0.086939717
15,0.75,1,650,48,0.077150231
20,0.75,1,650,48,0.069241548
-50,0.75,1.5,650,48,1.996263781
-45,0.75,1.5,650,48,1.345104745
-40,0.75,1.5,650,48,0.976301233
-35,0.75,1.5,650,48,0.744531561
-30,0.75,1.5,650,48,0.588080112
-25,0.75,1.5,650,48,0.47024624
-20,0.75,1.5,650,48,0.381813719
-10,0.75,1.5,650,48,0.251209874
-5,0.75,1.5,650,48,0.202281347
0,0.75,1.5,650,48,0.165069639
5,0.75,1.5,650,48,0.137655973
10,0.75,1.5,650,48,0.118434999
15,0.75,1.5,650,48,0.104762326
20,0.75,1.5,650,48,0.093727707
-50,0.75,2.5,650,48,5.972154947
-45,0.75,2.5,650,48,4.30492895
-40,0.75,2.5,650,48,2.944074881
-35,0.75,2.5,650,48,2.136849082
-30,0.75,2.5,650,48,1.627026662
-25,0.75,2.5,650,48,1.261921892
-20,0.75,2.5,650,48,1.001580472
-10,0.75,2.5,650,48,0.638506176
-5,0.75,2.5,650,48,0.504473987
0,0.75,2.5,650,48,0.403870742
5,0.75,2.5,650,48,0.330738662
10,0.75,2.5,650,48,0.280761198
15,0.75,2.5,650,48,0.246387344
20,0.75,2.5,650,48,0.218824839
-50,0.75,3.5,650,48,10.16970219
-45,0.75,3.5,650,48,9.138207003
-40,0.75,3.5,650,48,7.804408573
-35,0.75,3.5,650,48,6.598224936
-30,0.75,3.5,650,48,5.579097786
-25,0.75,3.5,650,48,4.71446017
-20,0.75,3.5,650,48,3.709959117
-10,0.75,3.5,650,48,2.224446019
-5,0.75,3.5,650,48,1.701568061
0,0.75,3.5,650,48,1.322436542
5,0.75,3.5,650,48,1.055692854
10,0.75,3.5,650,48,0.880075383
15,0.75,3.5,650,48,0.763539132
20,0.75,3.5,650,48,0.671423398
-50,0.75,4.5,650,48,12.11675697
-45,0.75,4.5,650,48,11.66995258
-40,0.75,4.5,650,48,9.993334044
-35,0.75,4.5,650,48,9.816956467
-30,0.75,4.5,650,48,9.398061884
-25,0.75,4.5,650,48,8.728271791
-20,0.75,4.5,650,48,8.074768152
-10,0.75,4.5,650,48,6.333858868
-5,0.75,4.5,650,48,5.465136159
0,0.75,4.5,650,48,4.713058409
5,0.75,4.5,650,48,3.884724315
10,0.75,4.5,650,48,3.200145616
15,0.75,4.5,650,48,2.756839718
20,0.75,4.5,650,48,2.406904197
-50,0.75,5,650,48,11.81259095
-45,0.75,5,650,48,11.79602324
-40,0.75,5,650,48,10.18137669
-35,0.75,5,650,48,10.46153509
-30,0.75,5,650,48,10.54820413
-25,0.75,5,650,48,10.32218076
-20,0.75,5,650,48,9.282727088
-10,0.75,5,650,48,8.111935985
-5,0.75,5,650,48,7.308322747
0,0.75,5,650,48,6.469697428
5,0.75,5,650,48,5.731930203
10,0.75,5,650,48,5.175047379
15,0.75,5,650,48,4.774038669
20,0.75,5,650,48,4.420763729
-50,0.75,7.5,650,48,11.45799026
-45,0.75,7.5,650,48,12.37279249
-40,0.75,7.5,650,48,11.07065312
-35,0.75,7.5,650,48,11.87993412
-30,0.75,7.5,650,48,10.87743864
-25,0.75,7.5,650,48,11.41938416
-20,0.75,7.5,650,48,10.54168854
-10,0.75,7.5,650,48,10.37828265
-5,0.75,7.5,650,48,10.81741283
0,0.75,7.5,650,48,10.03702487
5,0.75,7.5,650,48,10.44502763
10,0.75,7.5,650,48,9.868495227
15,0.75,7.5,650,48,9.486983051
20,0.75,7.5,650,48,10.05837687
-50,1,0,650,48,0.766940895
-45,1,0,650,48,0.551298417
-40,1,0,650,48,0.417306924
-35,1,0,650,48,0.327000837
-30,1,0,650,48,0.261863237
-25,1,0,650,48,0.211505566
-20,1,0,650,48,0.172437651
-10,1,0,650,48,0.113364459
-5,1,0,650,48,0.092505093
0,1,0,650,48,0.076922806
5,1,0,650,48,0.065554634
10,1,0,650,48,0.057371695
15,1,0,650,48,0.05122438
20,1,0,650,48,0.046256642
-50,1,0.5,650,48,0.939395099
-45,1,0.5,650,48,0.666160789
-40,1,0.5,650,48,0.499968894
-35,1,0.5,650,48,0.389709515
-30,1,0.5,650,48,0.311390858
-25,1,0.5,650,48,0.251127246
-20,1,0.5,650,48,0.204704271
-10,1,0.5,650,48,0.134841772
-5,1,0.5,650,48,0.109704482
0,1,0.5,650,48,0.090805185
5,1,0.5,650,48,0.07695928
10,1,0.5,650,48,0.067060052
15,1,0.5,650,48,0.059737068
20,1,0.5,650,48,0.053819241
-50,1,1,650,48,1.263357072
-45,1,1,650,48,0.876568963
-40,1,1,650,48,0.648734934
-35,1,1,650,48,0.501115365
-30,1,1,650,48,0.398545409
-25,1,1,650,48,0.32030875
-20,1,1,650,48,0.260703506
-10,1,1,650,48,0.171755923
-5,1,1,650,48,0.139153812
0,1,1,650,48,0.114499479
5,1,1,650,48,0.096379643
10,1,1,650,48,0.083534801
15,1,1,650,48,0.074197455
20,1,1,650,48,0.066654778
-50,1,1.5,650,48,1.91892071
-45,1,1.5,650,48,1.289177075
-40,1,1.5,650,48,0.933391168
-35,1,1.5,650,48,0.710285877
-30,1,1.5,650,48,0.559849058
-25,1,1.5,650,48,0.446838378
-20,1,1.5,650,48,0.362166892
-10,1,1.5,650,48,0.237652813
-5,1,1.5,650,48,0.191410141
0,1,1.5,650,48,0.156337797
5,1,1.5,650,48,0.130545922
10,1,1.5,650,48,0.112449953
15,1,1.5,650,48,0.099535032
20,1,1.5,650,48,0.08911486
-50,1,2.5,650,48,5.986377327
-45,1,2.5,650,48,4.066468688
-40,1,2.5,650,48,2.783366692
-35,1,2.5,650,48,2.01751713
-30,1,2.5,650,48,1.533191156
-25,1,2.5,650,48,1.186696417
-20,1,2.5,650,48,0.939977072
-10,1,2.5,650,48,0.597000878
-5,1,2.5,650,48,0.471202506
0,1,2.5,650,48,0.377032158
5,1,2.5,650,48,0.308728551
10,1,2.5,650,48,0.262095537
15,1,2.5,650,48,0.229991428
20,1,2.5,650,48,0.204269289
-50,1,3.5,650,48,10.98409018
-45,1,3.5,650,48,9.414913504
-40,1,3.5,650,48,7.939324056
-35,1,3.5,650,48,6.610045099
-30,1,3.5,650,48,5.571341596
-25,1,3.5,650,48,4.484578834
-20,1,3.5,650,48,3.45654251
-10,1,3.5,650,48,2.075640858
-5,1,3.5,650,48,1.587120052
0,1,3.5,650,48,1.23254268
5,1,3.5,650,48,0.983119722
10,1,3.5,650,48,0.81899063
15,1,3.5,650,48,0.71005659
20,1,3.5,650,48,0.624018068
-50,1,4.5,650,48,12.0673619
-45,1,4.5,650,48,11.62459051
-40,1,4.5,650,48,11.26031931
-35,1,4.5,650,48,10.66771398
-30,1,4.5,650,48,9.89963814
-25,1,4.5,650,48,8.981012125
-20,1,4.5,650,48,8.129681332
-10,1,4.5,650,48,6.321566
-5,1,4.5,650,48,5.454834527
0,1,4.5,650,48,4.546174704
5,1,4.5,650,48,3.594179513
10,1,4.5,650,48,2.969318615
15,1,4.5,650,48,2.561311532
20,1,4.5,650,48,2.237857218
-50,1,5,650,48,11.81255217
-45,1,5,650,48,11.74965041
-40,1,5,650,48,11.82927903
-35,1,5,650,48,11.78339305
-30,1,5,650,48,10.51833713
-25,1,5,650,48,10.29922606
-20,1,5,650,48,9.79620726
-10,1,5,650,48,8.285719495
-5,1,5,650,48,7.337078677
0,1,5,650,48,6.462182097
5,1,5,650,48,5.720613098
10,1,5,650,48,5.161254739
15,1,5,650,48,4.676385134
20,1,5,650,48,4.112524796
-50,1,7.5,650,48,11.36979711
-45,1,7.5,650,48,12.29941964
-40,1,7.5,650,48,12.97492526
-35,1,7.5,650,48,11.82991537
-30,1,7.5,650,48,12.35513729
-25,1,7.5,650,48,11.36768169
-20,1,7.5,650,48,12.00697121
-10,1,7.5,650,48,11.65611641
-5,1,7.5,650,48,10.78372682
0,1,7.5,650,48,11.15522037
5,1,7.5,650,48,10.41150873
10,1,7.5,650,48,10.8121038
15,1,7.5,650,48,10.40668231
20,1,7.5,650,48,10.03844296
-50,1.5,0,650,48,0.741107352
-45,1.5,0,650,48,0.531196981
-40,1.5,0,650,48,0.401040338
-35,1.5,0,650,48,0.313380012
-30,1.5,0,650,48,0.250136355
-25,1.5,0,650,48,0.201453628
-20,1.5,0,650,48,0.163754627
-10,1.5,0,650,48,0.107468611
-5,1.5,0,650,48,0.087950091
0,1.5,0,650,48,0.073439515
5,1.5,0,650,48,0.062864841
10,1.5,0,650,48,0.055209923
15,1.5,0,650,48,0.049412783
20,1.5,0,650,48,0.044725379
-50,1.5,0.5,650,48,0.893429626
-45,1.5,0.5,650,48,0.63126294
-40,1.5,0.5,650,48,0.472337951
-35,1.5,0.5,650,48,0.36706663
-30,1.5,0.5,650,48,0.292294427
-25,1.5,0.5,650,48,0.235019361
-20,1.5,0.5,650,48,0.190986108
-10,1.5,0.5,650,48,0.125481576
-5,1.5,0.5,650,48,0.10234402
0,1.5,0.5,650,48,0.085037857
5,1.5,0.5,650,48,0.072381653
10,1.5,0.5,650,48,0.063288626
15,1.5,0.5,650,48,0.056506533
20,1.5,0.5,650,48,0.051024087
-50,1.5,1,650,48,1.181787405
-45,1.5,1,650,48,0.815879885
-40,1.5,1,650,48,0.601464416
-35,1.5,1,650,48,0.462972842
-30,1.5,1,650,48,0.366841455
-25,1.5,1,650,48,0.293877048
-20,1.5,1,650,48,0.238424144
-10,1.5,1,650,48,0.156532025
-5,1.5,1,650,48,0.127052437
0,1.5,1,650,48,0.104877994
5,1.5,1,650,48,0.088619459
10,1.5,1,650,48,0.077050659
15,1.5,1,650,48,0.068576495
20,1.5,1,650,48,0.061731029
-50,1.5,1.5,650,48,1.769275632
-45,1.5,1.5,650,48,1.180818151
-40,1.5,1.5,650,48,0.850497165
-35,1.5,1.5,650,48,0.644365383
-30,1.5,1.5,650,48,0.505732093
-25,1.5,1.5,650,48,0.402168313
-20,1.5,1.5,650,48,0.324832648
-10,1.5,1.5,650,48,0.212190529
-5,1.5,1.5,650,48,0.171052308
0,1.5,1.5,650,48,0.140018529
5,1.5,1.5,650,48,0.117263223
10,1.5,1.5,650,48,0.101261973
15,1.5,1.5,650,48,0.089771359
20,1.5,1.5,650,48,0.080503782
-50,1.5,2.5,650,48,5.697327895
-45,1.5,2.5,650,48,3.634660718
-40,1.5,2.5,650,48,2.480860556
-35,1.5,2.5,650,48,1.79064813
-30,1.5,2.5,650,48,1.354495038
-25,1.5,2.5,650,48,1.043707455
-20,1.5,2.5,650,48,0.823237613
-10,1.5,2.5,650,48,0.519116497
-5,1.5,2.5,650,48,0.409008738
0,1.5,2.5,650,48,0.327032445
5,1.5,2.5,650,48,0.267818727
10,1.5,2.5,650,48,0.227443135
15,1.5,2.5,650,48,0.199597457
20,1.5,2.5,650,48,0.177319496
-50,1.5,3.5,650,48,11.50907126
-45,1.5,3.5,650,48,9.664899642
-40,1.5,3.5,650,48,7.957380821
-35,1.5,3.5,650,48,6.590935709
-30,1.5,3.5,650,48,5.097139849
-25,1.5,3.5,650,48,3.876652864
-20,1.5,3.5,650,48,2.994847939
-10,1.5,3.5,650,48,1.796157485
-5,1.5,3.5,650,48,1.371238408
0,1.5,3.5,650,48,1.062894317
5,1.5,3.5,650,48,0.846304815
10,1.5,3.5,650,48,0.703975671
15,1.5,3.5,650,48,0.609527276
20,1.5,3.5,650,48,0.535061173
-50,1.5,4.5,650,48,13.88564855
-45,1.5,4.5,650,48,13.02627532
-40,1.5,4.5,650,48,12.2060919
-35,1.5,4.5,650,48,11.21190323
-30,1.5,4.5,650,48,10.35084556
-25,1.5,4.5,650,48,9.216445818
-20,1.5,4.5,650,48,8.154308799
-10,1.5,4.5,650,48,6.27620771
-5,1.5,4.5,650,48,4.938378287
0,1.5,4.5,650,48,3.864765821
5,1.5,4.5,650,48,3.072512086
10,1.5,4.5,650,48,2.545402061
15,1.5,4.5,650,48,2.197987969
20,1.5,4.5,650,48,1.921204644
-50,1.5,5,650,48,13.8804448
-45,1.5,5,650,48,13.48892205
-40,1.5,5,650,48,13.25487444
-35,1.5,5,650,48,11.70372488
-30,1.5,5,650,48,11.43021237
-25,1.5,5,650,48,10.84317952
-20,1.5,5,650,48,10.23725989
-10,1.5,5,650,48,8.288693841
-5,1.5,5,650,48,7.294640764
0,1.5,5,650,48,6.414363844
5,1.5,5,650,48,5.362417302
10,1.5,5,650,48,4.52231951
15,1.5,5,650,48,3.957776267
20,1.5,5,650,48,3.494878894
-50,1.5,7.5,650,48,13.95702938
-45,1.5,7.5,650,48,14.40225395
-40,1.5,7.5,650,48,12.93592598
-35,1.5,7.5,650,48,13.38838127
-30,1.5,7.5,650,48,13.96448249
-25,1.5,7.5,650,48,12.87253425
-20,1.5,7.5,650,48,13.38440434
-10,1.5,7.5,650,48,12.85391456
-5,1.5,7.5,650,48,11.9159058
0,1.5,7.5,650,48,12.15009032
5,1.5,7.5,650,48,12.19920439
10,1.5,7.5,650,48,11.54371321
15,1.5,7.5,650,48,11.09991645
20,1.5,7.5,650,48,11.17062441
-50,2,0,650,48,0.713391935
-45,2,0,650,48,0.509332999
-40,2,0,650,48,0.383256581
-35,2,0,650,48,0.29850922
-30,2,0,650,48,0.237467429
-25,2,0,650,48,0.190716584
-20,2,0,650,48,0.154636237
-10,2,0,650,48,0.101481503
-5,2,0,650,48,0.083311376
0,2,0,650,48,0.06984801
5,2,0,650,48,0.060033134
10,2,0,650,48,0.052890699
15,2,0,650,48,0.047450033
20,2,0,650,48,0.043047007
-50,2,0.5,650,48,0.850523569
-45,2,0.5,650,48,0.598169921
-40,2,0.5,650,48,0.44591964
-35,2,0.5,650,48,0.345342645
-30,2,0.5,650,48,0.27403153
-25,2,0.5,650,48,0.219691272
-20,2,0.5,650,48,0.178054475
-10,2,0.5,650,48,0.116879782
-5,2,0.5,650,48,0.095590725
0,2,0.5,650,48,0.079726955
5,2,0.5,650,48,0.068129974
10,2,0.5,650,48,0.059758849
15,2,0.5,650,48,0.053477042
20,2,0.5,650,48,0.048395812
-50,2,1,650,48,1.112061587
-45,2,1,650,48,0.763109618
-40,2,1,650,48,0.560014399
-35,2,1,650,48,0.429384738
-30,2,1,650,48,0.338937505
-25,2,1,650,48,0.270667675
-20,2,1,650,48,0.218966998
-10,2,1,650,48,0.1434803
-5,2,1,650,48,0.116707967
0,2,1,650,48,0.096652555
5,2,1,650,48,0.081963988
10,2,1,650,48,0.071472963
15,2,1,650,48,0.063743397
20,2,1,650,48,0.057497434
-50,2,1.5,650,48,1.649940057
-45,2,1.5,650,48,1.091981424
-40,2,1.5,650,48,0.781737884
-35,2,1.5,650,48,0.589393877
-30,2,1.5,650,48,0.46056498
-25,2,1.5,650,48,0.364928357
-20,2,1.5,650,48,0.293813308
-10,2,1.5,650,48,0.191316563
-5,2,1.5,650,48,0.154415528
0,2,1.5,650,48,0.126700331
5,2,1.5,650,48,0.106415882
10,2,1.5,650,48,0.092117235
15,2,1.5,650,48,0.081799443
20,2,1.5,650,48,0.073478398
-50,2,2.5,650,48,5.294830017
-45,2,2.5,650,48,3.341405327
-40,2,2.5,650,48,2.258905229
-35,2,2.5,650,48,1.617580092
-30,2,2.5,650,48,1.215450148
-25,2,2.5,650,48,0.931285905
-20,2,2.5,650,48,0.731052298
-10,2,2.5,650,48,0.45774623
